# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1784936917448,ZONE,battery WARN → GOOD (CHARGING OK)
1784936917448,ZONE,map GOOD → WARN (RISING)
1784936938944,ZONE,battery GOOD → WARN (LOW CHARGE)
1784936939441,ZONE,battery WARN → GOOD (CHARGING OK)
1784936942003,ZONE,battery GOOD → WARN (LOW CHARGE)
1784936942082,ZONE,battery WARN → GOOD (CHARGING OK)
1784937022060,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937022740,ZONE,battery WARN → GOOD (CHARGING OK)
1784937023231,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937023928,ZONE,battery WARN → GOOD (CHARGING OK)
1784937033071,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937033557,ZONE,battery WARN → GOOD (CHARGING OK)
1784937033780,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937034022,ZONE,battery WARN → GOOD (CHARGING OK)
1784937034648,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937034741,ZONE,battery WARN → GOOD (CHARGING OK)
1784937035279,ZONE,battery GOOD → WARN (LOW CHARGE)
1784937043634,ZONE,battery WARN → GOOD (CHARGING OK)
1784937044433,ZONE,battery GOOD → WARN (LOW CHARGE)

# dashboard_snapshots
time_ms,rpm,speed_kmh,coolant1_c,coolant2_c,intake_c,ambient_c,load_pct,throttle_pct,timing,maf_gps,map_kpa,stft_pct,ltft_pct,ecu_v,gear,fuel_loop
1784936311714,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.36,97.0,0.0,,12.2,,UNKNOWN
1784936313205,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.36,97.0,0.0,,12.225,,UNKNOWN
1784936314946,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.36,97.0,0.0,,12.225,,UNKNOWN
1784936316599,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.36,97.0,0.0,,12.2,,UNKNOWN
1784936318077,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.33,97.0,0.0,,12.225,,UNKNOWN
1784936319335,0.0,0.0,58.0,,41.0,,0.0,17.254901960784313,0.0,0.49,94.0,0.0,,10.75,,OPEN (DRIVE)
1784936320422,1454.0,0.0,58.0,,41.0,,20.392156862745097,15.294117647058824,-10.0,4.71,28.0,0.0,,14.25,,OPEN LOOP
1784936321772,815.0,0.0,58.0,,40.0,,53.333333333333336,16.07843137254902,-1.5,5.9,44.0,0.0,,14.225,,OPEN LOOP
1784936323176,937.0,0.0,58.0,,39.0,,54.509803921568626,16.07843137254902,-4.5,5.59,45.0,0.0,,14.3,,OPEN LOOP
1784936324806,898.0,0.0,58.0,,38.0,,50.588235294117645,16.07843137254902,-5.5,5.24,44.0,0.0,,14.175,,OPEN LOOP
1784936326498,889.0,0.0,58.0,,38.0,,54.11764705882353,15.686274509803921,-5.0,5.7,45.0,0.0,,14.325,,OPEN LOOP
1784936327822,902.0,0.0,58.0,,37.0,,55.68627450980392,15.686274509803921,-4.5,5.7,45.0,0.0,,14.225,,OPEN LOOP
1784936328965,903.0,0.0,58.0,,37.0,,51.76470588235294,15.686274509803921,-6.0,5.2,45.0,0.0,,14.3,,OPEN LOOP
1784936330223,882.0,0.0,58.0,,37.0,,55.68627450980392,15.686274509803921,-5.5,5.2,46.0,0.0,,14.35,,OPEN LOOP
1784936331617,878.0,0.0,58.0,,37.0,,54.11764705882353,15.686274509803921,-5.5,5.39,46.0,0.0,,14.275,,CLOSED LOOP
1784936332935,863.0,0.0,58.0,,36.0,,52.94117647058823,15.686274509803921,-5.5,5.64,46.0,0.0,,14.275,,CLOSED LOOP
1784936334594,866.0,0.0,58.0,,36.0,,51.76470588235294,15.686274509803921,-5.0,5.16,45.0,0.0,,14.375,,CLOSED LOOP
1784936335905,888.0,0.0,58.0,,36.0,,53.72549019607843,15.686274509803921,-5.0,5.24,45.0,0.0,,14.325,,CLOSED LOOP
1784936337528,863.0,0.0,58.0,,36.0,,51.76470588235294,15.686274509803921,-6.0,5.39,46.0,0.0,,14.325,,CLOSED LOOP
1784936339103,896.0,0.0,58.0,,36.0,,49.01960784313726,15.686274509803921,-5.5,5.24,43.0,0.0,,14.275,,CLOSED LOOP
1784936340767,884.0,0.0,58.0,,36.0,,45.88235294117647,15.294117647058824,-4.5,4.35,39.0,-0.78125,,14.35,,CLOSED LOOP
1784936342400,863.0,0.0,58.0,,36.0,,38.431372549019606,14.509803921568627,-4.5,3.64,35.0,-2.34375,,14.0,,CLOSED LOOP
1784936344090,835.0,0.0,58.0,,36.0,,29.41176470588235,14.117647058823529,14.0,3.14,28.0,-3.125,,13.625,,CLOSED LOOP
1784936345564,883.0,0.0,58.0,,36.0,,29.41176470588235,14.117647058823529,10.0,3.02,28.0,-3.125,,13.275,,CLOSED LOOP
1784936347399,908.0,0.0,59.0,,36.0,,30.19607843137255,14.117647058823529,12.0,2.99,27.0,-3.125,,13.075,,CLOSED LOOP
1784936349313,878.0,0.0,59.0,,36.0,,30.58823529411765,14.117647058823529,12.0,2.93,27.0,-3.125,,12.95,,CLOSED LOOP
1784936351236,867.0,0.0,59.0,,36.0,,29.019607843137255,14.117647058823529,12.0,2.96,28.0,-2.34375,,12.8,,CLOSED LOOP
1784936352742,879.0,0.0,60.0,,36.0,,28.627450980392158,14.117647058823529,15.5,2.87,27.0,-1.5625,,12.675,,CLOSED LOOP
1784936354617,863.0,0.0,60.0,,36.0,,28.627450980392158,14.117647058823529,12.5,2.87,27.0,-2.34375,,12.6,,CLOSED LOOP
1784936356116,883.0,0.0,60.0,,36.0,,28.235294117647058,14.117647058823529,15.0,2.75,27.0,-1.5625,,12.525,,CLOSED LOOP
1784936357719,866.0,0.0,61.0,,36.0,,26.666666666666668,14.117647058823529,12.0,2.87,27.0,-1.5625,,12.425,,CLOSED LOOP
1784936359260,853.0,0.0,61.0,,36.0,,28.627450980392158,13.72549019607843,10.0,2.81,28.0,-1.5625,,12.4,,CLOSED LOOP
1784936360433,874.0,0.0,61.0,,36.0,,28.235294117647058,13.72549019607843,13.5,2.72,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936362582,854.0,0.0,61.0,,36.0,,27.84313725490196,13.72549019607843,14.5,2.67,27.0,-1.5625,,12.4,,CLOSED LOOP
1784936363951,856.0,0.0,61.0,,36.0,,27.45098039215686,13.72549019607843,17.0,2.84,28.0,-1.5625,,12.4,,CLOSED LOOP
1784936365608,849.0,0.0,62.0,,36.0,,27.058823529411764,13.72549019607843,14.5,2.78,27.0,-1.5625,,12.375,,CLOSED LOOP
1784936367266,847.0,0.0,62.0,,36.0,,28.627450980392158,13.72549019607843,13.5,2.84,27.0,-1.5625,,12.375,,CLOSED LOOP
1784936368859,842.0,0.0,62.0,,36.0,,28.627450980392158,13.72549019607843,17.0,2.75,27.0,-1.5625,,12.4,,CLOSED LOOP
1784936370381,818.0,0.0,62.0,,36.0,,27.45098039215686,13.72549019607843,15.5,2.78,28.0,-1.5625,,12.375,,CLOSED LOOP
1784936371713,856.0,0.0,62.0,,36.0,,26.666666666666668,13.72549019607843,15.0,2.7,27.0,-1.5625,,12.425,,CLOSED LOOP
1784936373213,843.0,0.0,62.0,,36.0,,28.235294117647058,13.72549019607843,15.0,2.67,27.0,-1.5625,,12.4,,CLOSED LOOP
1784936374969,839.0,0.0,62.0,,36.0,,27.45098039215686,13.72549019607843,13.5,2.67,27.0,-1.5625,,12.425,,CLOSED LOOP
1784936376591,793.0,0.0,63.0,,36.0,,28.627450980392158,13.72549019607843,12.5,2.78,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936378034,799.0,0.0,63.0,,36.0,,27.058823529411764,13.72549019607843,11.0,2.61,29.0,-2.34375,,12.425,,CLOSED LOOP
1784936379614,790.0,0.0,63.0,,36.0,,28.627450980392158,13.72549019607843,14.0,2.67,28.0,-2.34375,,12.35,,CLOSED LOOP
1784936381182,781.0,0.0,63.0,,36.0,,27.058823529411764,13.72549019607843,13.0,2.64,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936382862,791.0,0.0,64.0,,36.0,,27.45098039215686,13.72549019607843,13.5,2.67,28.0,-2.34375,,12.35,,CLOSED LOOP
1784936384463,778.0,0.0,64.0,,36.0,,27.058823529411764,13.72549019607843,12.5,2.44,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936386210,767.0,0.0,64.0,,36.0,,25.88235294117647,13.72549019607843,14.5,2.44,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936387937,773.0,0.0,64.0,,37.0,,25.49019607843137,13.72549019607843,14.5,2.39,28.0,-1.5625,,12.4,,CLOSED LOOP
1784936389784,782.0,0.0,64.0,,37.0,,26.666666666666668,13.72549019607843,16.5,2.39,28.0,-2.34375,,12.425,,CLOSED LOOP
1784936391299,774.0,0.0,64.0,,37.0,,26.274509803921568,13.72549019607843,13.5,2.42,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936393039,774.0,0.0,64.0,,37.0,,26.666666666666668,13.333333333333334,14.0,2.39,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936394508,774.0,0.0,64.0,,37.0,,27.84313725490196,13.333333333333334,14.5,2.47,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936396006,774.0,0.0,64.0,,37.0,,25.88235294117647,13.333333333333334,12.5,2.5,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936397658,744.0,0.0,64.0,,37.0,,25.098039215686274,13.333333333333334,16.5,2.37,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936399136,753.0,0.0,65.0,,37.0,,26.274509803921568,13.333333333333334,12.5,2.47,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936400720,764.0,0.0,65.0,,37.0,,25.098039215686274,13.333333333333334,13.5,2.37,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936402408,754.0,0.0,65.0,,37.0,,25.49019607843137,13.333333333333334,15.5,2.47,28.0,-2.34375,,12.35,,CLOSED LOOP
1784936403958,755.0,0.0,65.0,,37.0,,25.098039215686274,13.333333333333334,14.0,2.3,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936405473,754.0,0.0,65.0,,37.0,,24.705882352941178,13.333333333333334,18.5,2.35,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936407017,769.0,0.0,65.0,,37.0,,24.705882352941178,13.333333333333334,13.0,2.37,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936408510,761.0,0.0,66.0,,37.0,,25.49019607843137,13.333333333333334,15.5,2.37,27.0,-2.34375,,12.35,,CLOSED LOOP
1784936409927,751.0,0.0,66.0,,37.0,,25.88235294117647,13.333333333333334,16.5,2.3,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936411337,718.0,0.0,66.0,,37.0,,24.705882352941178,13.333333333333334,14.0,2.33,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936412682,748.0,0.0,66.0,,37.0,,25.098039215686274,13.333333333333334,16.5,2.28,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936414214,754.0,0.0,66.0,,37.0,,24.313725490196077,13.333333333333334,17.5,2.28,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936415622,749.0,0.0,66.0,,37.0,,24.705882352941178,13.333333333333334,16.5,2.28,27.0,-2.34375,,12.35,,CLOSED LOOP
1784936417284,755.0,0.0,66.0,,37.0,,24.313725490196077,13.333333333333334,15.0,2.28,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936418965,749.0,0.0,66.0,,37.0,,25.098039215686274,13.333333333333334,15.0,2.37,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936420595,757.0,0.0,66.0,,37.0,,24.313725490196077,13.333333333333334,14.5,2.33,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936422088,727.0,0.0,66.0,,37.0,,23.92156862745098,13.333333333333334,14.0,2.21,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936423693,747.0,0.0,66.0,,37.0,,23.92156862745098,13.333333333333334,13.5,2.26,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936425398,742.0,0.0,66.0,,37.0,,24.705882352941178,13.333333333333334,12.5,2.33,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936426976,739.0,0.0,66.0,,37.0,,24.313725490196077,13.333333333333334,13.0,2.21,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936428421,736.0,0.0,66.0,,37.0,,23.529411764705884,13.333333333333334,17.5,2.28,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936430065,745.0,0.0,67.0,,37.0,,24.705882352941178,13.333333333333334,14.5,2.17,27.0,-2.34375,,12.325,,CLOSED LOOP
1784936431724,734.0,0.0,67.0,,37.0,,24.705882352941178,13.333333333333334,12.0,2.26,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936433135,747.0,0.0,67.0,,37.0,,23.529411764705884,13.333333333333334,14.0,2.26,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936434539,733.0,0.0,67.0,,37.0,,23.92156862745098,13.333333333333334,15.0,2.12,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936436277,724.0,0.0,67.0,,37.0,,23.92156862745098,13.333333333333334,12.5,2.19,27.0,-2.34375,,12.45,,CLOSED LOOP
1784936437773,743.0,0.0,67.0,,37.0,,24.313725490196077,13.333333333333334,15.5,2.24,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936439294,738.0,0.0,67.0,,37.0,,23.529411764705884,13.333333333333334,15.5,2.26,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936440731,735.0,0.0,67.0,,37.0,,23.137254901960784,13.333333333333334,14.0,2.26,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936442293,738.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,14.5,2.15,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936443802,745.0,0.0,68.0,,37.0,,24.313725490196077,13.333333333333334,12.5,2.15,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936445244,736.0,0.0,68.0,,37.0,,24.705882352941178,13.333333333333334,14.0,2.17,27.0,-2.34375,,12.35,,CLOSED LOOP
1784936446740,712.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,15.0,2.19,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936448542,729.0,0.0,68.0,,37.0,,23.529411764705884,13.333333333333334,13.5,2.21,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936450041,733.0,0.0,68.0,,37.0,,23.137254901960784,13.333333333333334,14.5,2.19,27.0,-2.34375,,12.375,,CLOSED LOOP
1784936451783,724.0,0.0,68.0,,37.0,,24.313725490196077,13.333333333333334,14.0,2.19,27.0,-2.34375,,12.35,,CLOSED LOOP
1784936453380,713.0,0.0,68.0,,37.0,,24.313725490196077,13.333333333333334,12.5,2.15,27.0,-2.34375,,12.425,,CLOSED LOOP
1784936454889,745.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,12.0,2.1,27.0,-2.34375,,12.4,,CLOSED LOOP
1784936456524,726.0,0.0,68.0,,37.0,,23.137254901960784,13.333333333333334,12.0,2.24,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936458093,740.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,12.5,2.19,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936459515,717.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,13.5,2.17,28.0,-2.34375,,12.375,,CLOSED LOOP
1784936461252,701.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,13.5,2.15,27.0,-2.34375,,12.35,,CLOSED LOOP
1784936462792,721.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,13.5,2.24,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936464363,722.0,0.0,68.0,,37.0,,24.313725490196077,13.333333333333334,18.5,2.24,28.0,-2.34375,,12.4,,CLOSED LOOP
1784936465910,725.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,15.5,2.19,27.0,-3.125,,12.325,,CLOSED LOOP
1784936467485,720.0,0.0,68.0,,37.0,,24.313725490196077,13.333333333333334,12.5,2.24,28.0,-3.125,,12.375,,CLOSED LOOP
1784936468899,730.0,0.0,68.0,,37.0,,23.529411764705884,13.333333333333334,13.0,2.17,28.0,-3.125,,12.4,,CLOSED LOOP
1784936470247,710.0,0.0,68.0,,37.0,,23.92156862745098,13.333333333333334,13.0,2.15,28.0,-3.125,,12.4,,CLOSED LOOP
1784936471883,724.0,0.0,69.0,,37.0,,24.313725490196077,13.333333333333334,15.0,2.12,27.0,-3.125,,12.3,,CLOSED LOOP
1784936473851,722.0,0.0,69.0,,37.0,,23.92156862745098,13.333333333333334,11.5,2.15,28.0,-3.125,,12.4,,CLOSED LOOP
1784936475283,706.0,0.0,69.0,,37.0,,22.745098039215687,13.333333333333334,14.5,2.19,28.0,-3.125,,12.4,,CLOSED LOOP
1784936476927,714.0,0.0,69.0,,37.0,,24.705882352941178,13.333333333333334,12.5,2.17,28.0,-3.125,,12.325,,CLOSED LOOP
1784936478202,715.0,0.0,69.0,,37.0,,24.705882352941178,13.333333333333334,13.5,2.17,27.0,-3.125,,12.4,,CLOSED LOOP
1784936479735,706.0,0.0,69.0,,37.0,,24.313725490196077,13.333333333333334,12.5,2.12,27.0,-3.125,,12.375,,CLOSED LOOP
1784936481409,714.0,0.0,69.0,,37.0,,24.313725490196077,13.333333333333334,12.5,2.12,28.0,-3.125,,12.375,,CLOSED LOOP
1784936482876,719.0,0.0,69.0,,37.0,,23.137254901960784,13.333333333333334,13.0,2.19,27.0,-3.125,,12.375,,CLOSED LOOP
1784936484469,713.0,0.0,69.0,,37.0,,23.92156862745098,13.333333333333334,14.5,2.17,27.0,-3.125,,12.35,,CLOSED LOOP
1784936486315,716.0,0.0,69.0,,37.0,,23.92156862745098,13.333333333333334,13.0,2.1,28.0,-3.125,,12.4,,CLOSED LOOP
1784936487885,725.0,0.0,70.0,,37.0,,23.137254901960784,13.333333333333334,17.0,2.12,27.0,-3.125,,12.35,,CLOSED LOOP
1784936489202,718.0,0.0,70.0,,37.0,,23.92156862745098,13.333333333333334,15.5,2.1,27.0,-3.125,,12.375,,CLOSED LOOP
1784936490765,710.0,0.0,70.0,,37.0,,23.137254901960784,13.333333333333334,15.0,2.15,27.0,-3.125,,12.275,,CLOSED LOOP
1784936492494,711.0,0.0,70.0,,37.0,,24.313725490196077,13.333333333333334,13.0,2.1,27.0,-3.125,,12.425,,CLOSED LOOP
1784936494105,729.0,0.0,70.0,,37.0,,24.705882352941178,13.333333333333334,14.0,2.12,27.0,-3.125,,12.325,,CLOSED LOOP
1784936495756,719.0,0.0,70.0,,37.0,,24.705882352941178,13.333333333333334,17.0,2.21,28.0,-3.125,,12.4,,CLOSED LOOP
1784936497094,709.0,0.0,70.0,,37.0,,24.705882352941178,13.333333333333334,13.0,2.21,27.0,-3.125,,12.325,,CLOSED LOOP
1784936498747,701.0,0.0,70.0,,37.0,,23.92156862745098,13.333333333333334,12.0,2.24,27.0,-3.125,,12.375,,CLOSED LOOP
1784936500249,699.0,0.0,70.0,,37.0,,23.529411764705884,13.333333333333334,15.0,2.19,28.0,-3.125,,12.4,,CLOSED LOOP
1784936501872,712.0,0.0,70.0,,37.0,,24.313725490196077,13.333333333333334,14.0,2.21,28.0,-3.125,,12.375,,CLOSED LOOP
1784936503475,700.0,0.0,70.0,,37.0,,23.92156862745098,13.333333333333334,14.0,2.24,27.0,-3.125,,12.375,,CLOSED LOOP
1784936505099,723.0,0.0,70.0,,37.0,,24.313725490196077,13.333333333333334,13.5,2.21,27.0,-3.125,,12.35,,CLOSED LOOP
1784936506775,712.0,0.0,71.0,,37.0,,23.92156862745098,13.333333333333334,12.0,2.21,28.0,-3.125,,12.4,,CLOSED LOOP
1784936508222,714.0,0.0,71.0,,37.0,,23.529411764705884,13.333333333333334,13.0,2.19,27.0,-3.125,,12.325,,CLOSED LOOP
1784936509684,723.0,0.0,71.0,,37.0,,23.92156862745098,13.333333333333334,13.0,2.24,28.0,-3.125,,12.35,,CLOSED LOOP
1784936511234,715.0,0.0,71.0,,37.0,,23.92156862745098,13.333333333333334,13.0,2.21,27.0,-3.125,,12.4,,CLOSED LOOP
1784936512755,710.0,0.0,71.0,,38.0,,23.92156862745098,13.333333333333334,12.0,2.21,27.0,-3.125,,12.375,,CLOSED LOOP
1784936514188,699.0,0.0,71.0,,37.0,,24.705882352941178,13.333333333333334,14.5,2.24,28.0,-3.125,,12.375,,CLOSED LOOP
1784936515814,720.0,0.0,71.0,,38.0,,24.705882352941178,13.333333333333334,11.0,2.1,27.0,-3.125,,12.375,,CLOSED LOOP
1784936517479,696.0,0.0,71.0,,38.0,,23.92156862745098,13.333333333333334,11.5,2.21,27.0,-3.125,,12.35,,CLOSED LOOP
1784936518970,711.0,0.0,71.0,,38.0,,23.529411764705884,13.333333333333334,12.0,2.17,28.0,-3.125,,12.375,,CLOSED LOOP
1784936520565,717.0,0.0,71.0,,38.0,,23.137254901960784,13.333333333333334,15.5,2.21,28.0,-3.125,,12.325,,CLOSED LOOP
1784936522191,694.0,0.0,71.0,,38.0,,23.92156862745098,13.333333333333334,15.0,2.15,28.0,-3.125,,12.4,,CLOSED LOOP
