# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1784934135601,ZONE,battery GOOD → WARN (LOW CHARGE)
1784934138447,ZONE,battery WARN → ELEVATED (WEAK CHARGE)
1784934138447,CHARGE,Charging problem began (WEAK CHARGE)
1784934140155,ZONE,battery ELEVATED → CRITICAL (ALT WEAK)
1784934141841,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1784934141841,ZONE,maf WARN → GOOD (IDLE OK)
1784934287536,ENGINE,Engine Stop
1784934287536,ZONE,battery CRITICAL → WARN (WEAK REST)
1784934287536,ZONE,map WARN → GOOD (NORMAL)
1784934287536,CHARGE,Charging problem ended
1784934289174,ENGINE,Engine Start
1784934289174,ZONE,battery WARN → CRITICAL (ALT WEAK)
1784934289175,CHARGE,Charging problem began (ALT WEAK)

# dashboard_snapshots
time_ms,rpm,speed_kmh,coolant1_c,coolant2_c,intake_c,ambient_c,load_pct,throttle_pct,timing,maf_gps,map_kpa,stft_pct,ltft_pct,ecu_v,gear,fuel_loop
1784934135599,1176.0,0.0,38.0,,35.0,,72.15686274509804,17.254901960784313,-5.5,8.74,51.0,0.0,,13.75,,OPEN LOOP
1784934136894,1163.0,0.0,38.0,,34.0,,72.15686274509804,17.254901960784313,-6.0,8.47,51.0,0.0,,13.4,,OPEN LOOP
1784934138445,1168.0,0.0,38.0,,34.0,,68.62745098039215,17.254901960784313,-6.5,8.2,49.0,0.0,,13.075,,OPEN LOOP
1784934140124,1166.0,0.0,38.0,,33.0,,65.88235294117646,17.254901960784313,-7.0,8.01,48.0,0.0,,12.625,,OPEN LOOP
1784934141839,1168.0,0.0,38.0,,33.0,,64.31372549019608,16.862745098039216,-4.5,7.77,49.0,-4.6875,,12.5,,CLOSED LOOP
1784934143486,1160.0,0.0,38.0,,33.0,,63.92156862745098,16.862745098039216,-4.5,7.65,48.0,-3.90625,,12.4,,CLOSED LOOP
1784934144892,1136.0,0.0,38.0,,33.0,,67.45098039215686,16.862745098039216,-5.0,7.77,48.0,-3.125,,12.4,,CLOSED LOOP
1784934146411,1155.0,0.0,39.0,,33.0,,63.13725490196079,16.862745098039216,-4.5,7.83,48.0,-3.90625,,12.375,,CLOSED LOOP
1784934147872,1153.0,0.0,39.0,,33.0,,64.70588235294117,16.862745098039216,-4.5,7.47,48.0,-3.125,,12.375,,CLOSED LOOP
1784934149624,1132.0,0.0,39.0,,33.0,,58.431372549019606,16.470588235294116,-3.0,6.58,46.0,-3.90625,,12.35,,CLOSED LOOP
1784934152228,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,12.45,,CLOSED LOOP
1784934174381,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.9,,CLOSED LOOP
1784934180536,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.9,,CLOSED LOOP
1784934188122,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934189745,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934190124,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934190219,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934190605,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934191582,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934193547,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934195250,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934195664,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934195751,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934208110,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934208619,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209419,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209513,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209644,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209764,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209884,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934209966,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934210146,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
1784934210253,1126.0,0.0,40.0,,33.0,,54.509803921568626,16.470588235294116,-2.0,6.16,41.0,-4.6875,,11.8,,CLOSED LOOP
