# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1786800367984,1049.0,38.0,95.0,,,,75.68627450980392,,19.5,3.35,29.0,-7.03125,,12.0,4,OPEN LOOP
1786800369157,1139.0,37.0,95.0,,,,75.68627450980392,,19.5,3.35,29.0,-7.03125,,12.0,4,CLOSED LOOP
1786800371063,990.0,37.0,95.0,,,,75.68627450980392,,19.5,3.17,26.0,-7.03125,,11.9,4,CLOSED LOOP
1786800372160,1434.0,37.0,95.0,,,,75.68627450980392,,19.5,16.63,84.0,-7.03125,,11.9,3,CLOSED LOOP
1786800374444,2167.0,43.0,96.0,,,,75.68627450980392,,19.5,26.44,90.0,-7.03125,,11.9,2,CLOSED LOOP
1786800375540,2269.0,47.0,95.0,,,,75.68627450980392,,19.5,26.6,89.0,-7.03125,,11.9,2,CLOSED LOOP
1786800377519,2391.0,54.0,95.0,,,,75.68627450980392,,19.5,26.6,76.0,-7.03125,,12.0,3,CLOSED LOOP
1786800378642,1873.0,53.0,95.0,,,,75.68627450980392,,19.5,4.43,28.0,-7.03125,,12.0,3,CLOSED LOOP
1786800379664,1165.0,53.0,95.0,,,,75.68627450980392,,19.5,4.43,30.0,-12.5,,12.0,5,CLOSED LOOP
1786800380941,1124.0,53.0,95.0,,,,75.68627450980392,,19.5,5.44,33.0,-7.8125,,12.0,5,CLOSED LOOP
1786800382042,1519.0,,96.0,,,,75.68627450980392,,19.5,5.44,33.0,-3.90625,,12.0,,CLOSED LOOP
1786800383245,1491.0,51.0,96.0,,,,75.68627450980392,,19.5,5.49,41.0,-9.375,,12.0,4,CLOSED LOOP
1786800385296,1536.0,51.0,96.0,,,,75.68627450980392,,19.5,5.64,47.0,-3.90625,,11.9,4,CLOSED LOOP
1786800386649,1548.0,51.0,96.0,,,,75.68627450980392,,19.5,6.58,51.0,-4.6875,,11.9,4,CLOSED LOOP
1786800387828,1545.0,51.0,96.0,,,,75.68627450980392,,19.5,6.58,72.0,-5.46875,,12.0,4,CLOSED LOOP
1786800389131,1475.0,53.0,96.0,,,,75.68627450980392,,19.5,10.05,75.0,-7.03125,,11.9,4,CLOSED LOOP
1786800390161,1480.0,53.0,96.0,,,,75.68627450980392,,19.5,3.23,40.0,0.0,,12.0,4,CLOSED LOOP
1786800391490,1459.0,52.0,96.0,,,,75.68627450980392,,19.5,3.14,21.0,0.0,,12.0,4,OPEN (DRIVE)
1786800392663,1408.0,51.0,96.0,,,,75.68627450980392,,19.5,5.24,21.0,0.0,,12.0,4,OPEN LOOP
1786800393936,1495.0,51.0,96.0,,,,75.68627450980392,,19.5,3.35,26.0,1.5625,,12.1,4,OPEN (DRIVE)
1786800395109,1388.0,50.0,96.0,,,,75.68627450980392,,19.5,3.35,22.0,0.0,,12.1,4,OPEN (DRIVE)
1786800396282,1347.0,48.0,95.0,,,,75.68627450980392,,19.5,3.26,22.0,0.0,,12.1,4,OPEN (DRIVE)
1786800397865,987.0,48.0,95.0,,,,75.68627450980392,,19.5,4.63,,0.78125,,12.2,5,CLOSED LOOP
1786800399037,1095.0,39.0,95.0,,,,75.68627450980392,,19.5,4.12,,-0.78125,,12.2,4,CLOSED LOOP
1786800400079,1054.0,39.0,95.0,,,,75.68627450980392,,19.5,8.47,,0.0,,12.2,4,CLOSED LOOP
1786800401187,1431.0,39.0,95.0,,,,75.68627450980392,,19.5,12.78,,-7.03125,,12.0,3,CLOSED LOOP
1786800402294,1275.0,,95.0,,,,75.68627450980392,,19.5,13.54,,-7.03125,,11.9,,CLOSED LOOP
1786800403415,1329.0,,95.0,,,,75.68627450980392,,19.5,14.68,87.0,-4.6875,,11.9,,CLOSED LOOP
1786800404592,1431.0,,95.0,,,,75.68627450980392,,19.5,14.68,86.0,-4.6875,,11.9,,CLOSED LOOP
1786800405786,1461.0,47.0,95.0,,,,75.68627450980392,,19.5,15.45,87.0,-5.46875,,11.9,4,CLOSED LOOP
1786800406845,1478.0,47.0,95.0,,,,75.68627450980392,,19.5,15.45,85.0,-4.6875,,11.9,4,CLOSED LOOP
1786800407934,1517.0,47.0,95.0,,,,75.68627450980392,,19.5,15.94,85.0,-5.46875,,12.0,4,CLOSED LOOP
1786800409064,1573.0,53.0,95.0,,,,75.68627450980392,,19.5,16.63,84.0,-3.90625,,12.0,4,CLOSED LOOP
1786800410185,1620.0,56.0,95.0,,,,75.68627450980392,,19.5,16.73,85.0,-3.90625,,11.9,4,CLOSED LOOP
1786800411471,1659.0,58.0,95.0,,,,75.68627450980392,,19.5,17.02,83.0,-5.46875,,11.9,4,CLOSED LOOP
1786800412752,1723.0,58.0,95.0,,,,75.68627450980392,,19.5,17.22,83.0,-3.90625,,11.9,4,CLOSED LOOP
1786800414027,1766.0,62.0,95.0,,,,75.68627450980392,,19.5,17.22,83.0,-4.6875,,11.9,4,CLOSED LOOP
1786800415180,1789.0,62.0,95.0,,,,75.68627450980392,,19.5,8.61,41.0,-4.6875,,11.9,4,CLOSED LOOP
1786800416386,1284.0,63.0,95.0,,,,75.68627450980392,,19.5,3.35,24.0,0.0,,11.9,5,OPEN (DRIVE)
1786800417707,1250.0,62.0,94.0,,,,75.68627450980392,,19.5,3.17,24.0,0.0,,12.0,5,OPEN LOOP
1786800418782,1291.0,62.0,94.0,,,,75.68627450980392,,19.5,5.75,35.0,0.78125,,12.2,5,CLOSED LOOP
1786800420918,1300.0,60.0,94.0,,,,75.68627450980392,,19.5,5.8,33.0,-5.46875,,12.1,5,CLOSED LOOP
1786800422029,1282.0,60.0,94.0,,,,75.68627450980392,,19.5,5.8,55.0,-4.6875,,12.0,5,CLOSED LOOP
1786800423155,1282.0,59.0,94.0,,,,75.68627450980392,,19.5,7.71,66.0,-4.6875,,12.0,5,CLOSED LOOP
1786800424359,1278.0,59.0,94.0,,,,75.68627450980392,,19.5,7.89,71.0,-7.8125,,11.9,5,CLOSED LOOP
1786800425451,1287.0,59.0,94.0,,,,75.68627450980392,,19.5,7.23,71.0,-6.25,,11.9,5,CLOSED LOOP
1786800426459,1298.0,59.0,94.0,,,,75.68627450980392,,19.5,8.34,71.0,-5.46875,,11.9,5,CLOSED LOOP
1786800428414,1291.0,,94.0,,,,75.68627450980392,,19.5,8.81,76.0,-7.03125,,12.0,,CLOSED LOOP
1786800429590,1270.0,,94.0,,,,75.68627450980392,,19.5,5.59,60.0,-5.46875,,12.0,,CLOSED LOOP
1786800431107,1246.0,60.0,92.0,,,,75.68627450980392,,19.5,5.59,56.0,-3.90625,,12.0,5,CLOSED LOOP
1786800432752,1243.0,60.0,92.0,,,,75.68627450980392,,19.5,5.64,56.0,-3.90625,,11.9,5,CLOSED LOOP
1786800434097,1243.0,60.0,92.0,,,,75.68627450980392,,19.5,5.7,56.0,-3.90625,,11.9,5,CLOSED LOOP
1786800435581,1239.0,60.0,92.0,,,,75.68627450980392,,19.5,5.7,56.0,-3.90625,,11.9,5,CLOSED LOOP
1786800437080,1233.0,60.0,92.0,,,,75.68627450980392,,19.5,5.7,57.0,-3.90625,,12.0,5,CLOSED LOOP
1786800438466,1305.0,60.0,92.0,,,,75.68627450980392,,19.5,8.61,75.0,-3.90625,,11.9,5,CLOSED LOOP
1786800439942,1294.0,60.0,92.0,,,,75.68627450980392,,19.5,9.77,81.0,-3.90625,,11.9,5,CLOSED LOOP
1786800441342,1215.0,,92.0,,,,75.68627450980392,,19.5,3.32,51.0,-3.90625,,12.0,,CLOSED LOOP
1786800443286,1273.0,58.0,91.0,,,,75.68627450980392,,19.5,5.9,25.0,-3.90625,,12.1,5,CLOSED LOOP
1786800445129,1290.0,58.0,91.0,,,,75.68627450980392,,19.5,7.47,44.0,-3.90625,,12.0,5,CLOSED LOOP
1786800447200,1380.0,58.0,91.0,,,,75.68627450980392,,19.5,10.97,67.0,-3.90625,,11.9,4,CLOSED LOOP
1786800449039,1288.0,59.0,91.0,,,,75.68627450980392,,19.5,10.81,69.0,-3.90625,,12.0,5,CLOSED LOOP
1786800450768,1313.0,60.0,91.0,,,,75.68627450980392,,19.5,10.41,69.0,-3.90625,,12.0,5,CLOSED LOOP
1786800452205,1317.0,60.0,90.0,,,,75.68627450980392,,19.5,9.15,57.0,-3.90625,,12.0,5,CLOSED LOOP
1786800453233,1234.0,62.0,90.0,,,,75.68627450980392,,19.5,3.42,25.0,-3.90625,,12.0,5,OPEN (DRIVE)
1786800454989,1322.0,61.0,90.0,,,,75.68627450980392,,19.5,2.99,24.0,-3.90625,,12.0,5,OPEN (DRIVE)
1786800456976,1191.0,59.0,90.0,,,,75.68627450980392,,19.5,3.39,24.0,-3.90625,,12.1,5,OPEN (DRIVE)
1786800458409,1155.0,57.0,90.0,,,,75.68627450980392,,19.5,3.39,33.0,-3.90625,,12.5,5,OPEN (DRIVE)
1786800460193,1079.0,51.0,90.0,,,,75.68627450980392,,19.5,4.31,34.0,-3.90625,,12.5,5,OPEN (DRIVE)
1786800461287,1129.0,45.0,90.0,,,,75.68627450980392,,19.5,4.31,30.0,-1.5625,,12.3,4,CLOSED LOOP
1786800462583,1043.0,40.0,90.0,,,,75.68627450980392,,19.5,4.12,32.0,-2.34375,,12.2,4,CLOSED LOOP
1786800463670,935.0,40.0,90.0,,,,75.68627450980392,,19.5,4.16,35.0,-6.25,,11.9,4,CLOSED LOOP
1786800464771,994.0,25.0,90.0,,,,75.68627450980392,,19.5,3.75,34.0,-6.25,,11.9,3,CLOSED LOOP
1786800466024,765.0,15.0,90.0,,,,75.68627450980392,,19.5,3.78,43.0,-7.03125,,11.9,2,CLOSED LOOP
1786800467126,779.0,15.0,90.0,,,,75.68627450980392,,19.5,3.08,36.0,-8.59375,,11.9,2,CLOSED LOOP
1786800469307,1853.0,,90.0,,,,75.68627450980392,,19.5,13.71,63.0,-2.34375,,12.0,,CLOSED LOOP
1786800470343,1614.0,,90.0,,,,75.68627450980392,,19.5,15.06,63.0,-3.90625,,11.9,,CLOSED LOOP
1786800471677,1602.0,,90.0,,,,75.68627450980392,,19.5,14.87,77.0,-3.90625,,11.9,,CLOSED LOOP
1786800472863,1838.0,,90.0,,,,75.68627450980392,,19.5,16.23,77.0,-4.6875,,11.9,,CLOSED LOOP
1786800473961,2043.0,,90.0,,,,75.68627450980392,,19.5,16.13,77.0,-5.46875,,11.9,,CLOSED LOOP
1786800476011,1683.0,40.0,90.0,,,,75.68627450980392,,19.5,15.64,,-5.46875,,11.9,3,CLOSED LOOP
1786800477013,1768.0,42.0,90.0,,,,75.68627450980392,,19.5,14.48,,-5.46875,,11.9,3,CLOSED LOOP
1786800479396,1372.0,45.0,90.0,,,,75.68627450980392,,19.5,13.2,,-6.25,,11.9,4,CLOSED LOOP
1786800481252,1317.0,47.0,90.0,,,,75.68627450980392,,19.5,6.4,,4.6875,,11.9,4,CLOSED LOOP
1786800482300,1395.0,47.0,91.0,,,,75.68627450980392,,19.5,8.01,,-2.34375,,11.9,4,CLOSED LOOP
1786800483372,1556.0,47.0,91.0,,,,75.68627450980392,,19.5,13.88,,-3.125,,11.9,3,CLOSED LOOP
1786800485131,1467.0,49.0,91.0,,,,75.68627450980392,,19.5,12.95,,-4.6875,,11.9,4,CLOSED LOOP
1786800486800,1534.0,52.0,91.0,,,,75.68627450980392,,19.5,14.13,,-4.6875,,11.9,4,CLOSED LOOP
1786800487823,1542.0,53.0,91.0,,,,75.68627450980392,,19.5,11.13,,-6.25,,11.9,4,CLOSED LOOP
1786800489644,1435.0,51.0,92.0,,,,75.68627450980392,,19.5,3.32,,0.0,,11.9,4,CLOSED LOOP
1786800491481,1355.0,49.0,92.0,,,,75.68627450980392,,19.5,3.68,,0.0,,12.3,4,CLOSED LOOP
1786800493316,1192.0,43.0,92.0,,,,75.68627450980392,,19.5,3.78,,0.0,,12.7,4,CLOSED LOOP
1786800495050,1070.0,43.0,92.0,,,,75.68627450980392,,19.5,3.71,,0.0,,13.1,4,CLOSED LOOP
1786800496704,952.0,32.0,92.0,,,,75.68627450980392,,19.5,3.89,,0.0,,13.3,4,CLOSED LOOP
1786800498117,1042.0,28.0,92.0,,,,75.68627450980392,,19.5,4.79,,4.6875,,13.2,3,CLOSED LOOP
1786800499556,936.0,28.0,91.0,,,,75.68627450980392,,19.5,4.04,,0.0,,12.8,3,CLOSED LOOP
1786800500669,802.0,17.0,91.0,,,,75.68627450980392,,19.5,3.86,40.0,-1.5625,,12.6,3,CLOSED LOOP
1786800501853,749.0,12.0,91.0,,,,75.68627450980392,,19.5,3.93,43.0,-3.90625,,12.5,2,CLOSED LOOP
