# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1786662331539,ELM,ELM Connected (ELM327 (Bluetooth))
1786662332357,ENGINE,Engine Start
1786662332357,TRIP,Trip Start
1786662333144,GEAR,Estimated gear 3 → 4
1786662336024,GEAR,Estimated gear 4 → 2
1786662336024,ZONE,stft WARN → GOOD (NORMAL)
1786662338455,GEAR,Estimated gear 2 → 3
1786662343507,GEAR,Estimated gear 3 → 4
1786662343507,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786662344278,GEAR,Estimated gear 4 → 3
1786662344934,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786662346742,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662353433,GEAR,Estimated gear 3 → 2
1786662357454,GEAR,Estimated gear 2 → 1
1786662360373,ZONE,stft WARN → GOOD (NORMAL)
1786662497952,GEAR,Estimated gear 1 → 2
1786662503013,GEAR,Estimated gear 2 → 3
1786662506581,GEAR,Estimated gear 3 → 4
1786662509988,GEAR,Estimated gear 4 → 3
1786662512477,GEAR,Estimated gear 3 → 2
1786662515073,GEAR,Estimated gear 2 → 1
1786662516046,GEAR,Estimated gear 1 → 2
1786662521866,GEAR,Estimated gear 2 → 3
1786662533207,GEAR,Estimated gear 3 → 4
1786662547944,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662549863,GEAR,Estimated gear 4 → 3
1786662549864,ZONE,stft WARN → GOOD (NORMAL)
1786662553115,GEAR,Estimated gear 3 → 4
1786662553774,GEAR,Estimated gear 4 → 3
1786662556175,GEAR,Estimated gear 3 → 2
1786662557385,GEAR,Estimated gear 2 → 1
1786662561789,GEAR,Estimated gear 1 → 2
1786662563666,GEAR,Estimated gear 2 → 3
1786662565435,GEAR,Estimated gear 3 → 4
1786662566490,GEAR,Estimated gear 4 → 3
1786662567259,GEAR,Estimated gear 3 → 2
1786662570097,GEAR,Estimated gear 2 → 3
1786662571532,GEAR,Estimated gear 3 → 2
1786662572453,GEAR,Estimated gear 2 → 3
1786662577564,GEAR,Estimated gear 3 → 4
1786662587269,GEAR,Estimated gear 4 → 5
1786662590529,GEAR,Estimated gear 5 → 4
1786662592124,GEAR,Estimated gear 4 → 5
1786662593876,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786662593877,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662596180,ZONE,stft WARN → GOOD (NORMAL)
1786662597931,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1786662598882,GEAR,Estimated gear 5 → 4
1786662599840,GEAR,Estimated gear 4 → 3
1786662600799,GEAR,Estimated gear 3 → 4
1786662604742,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662605629,ZONE,stft WARN → GOOD (NORMAL)
1786662607135,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662608583,ZONE,stft WARN → GOOD (NORMAL)
1786662609377,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662610263,GEAR,Estimated gear 4 → 5
1786662612540,ZONE,stft WARN → GOOD (NORMAL)
1786662613403,GEAR,Estimated gear 5 → 4
1786662615071,GEAR,Estimated gear 4 → 5
1786662615850,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662617339,ZONE,stft WARN → GOOD (NORMAL)
1786662620068,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786662622739,ZONE,stft WARN → GOOD (NORMAL)
1786662667077,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786662670427,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786662672909,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786662674403,GEAR,Estimated gear 5 → 4
1786662694323,GEAR,Estimated gear 4 → 5
1786662713216,GEAR,Estimated gear 5 → 4
1786662714666,GEAR,Estimated gear 4 → 5
1786662727523,GEAR,Estimated gear 5 → 4
1786662728305,GEAR,Estimated gear 4 → 3
1786662731466,GEAR,Estimated gear 3 → 5
1786662731466,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786662735995,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786662737672,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786662747974,GEAR,Estimated gear 5 → 4
1786662803473,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786662804434,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786662805358,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786662807217,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786662808330,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786662809123,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
