# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1785096407484,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096407484,ZONE,coolant GOOD → WARN (WARM)
1785096408982,ZONE,map GOOD → WARN (RISING)
1785096410592,ZONE,map WARN → GOOD (CRUISE OK)
1785096412266,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096414004,ZONE,stft WARN → GOOD (NORMAL)
1785096415656,GEAR,Estimated gear 4 → 3
1785096415656,ZONE,map GOOD → WARN (RISING)
1785096417154,GEAR,Estimated gear 3 → 4
1785096418824,ZONE,map WARN → GOOD (CRUISE OK)
1785096420619,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096422272,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096429927,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096429927,ZONE,map GOOD → WARN (RISING)
1785096433160,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096433160,ZONE,stft WARN → GOOD (NORMAL)
1785096433160,ZONE,map WARN → GOOD (NORMAL)
1785096434734,ZONE,coolant WARN → GOOD (NORMAL)
1785096436404,ZONE,coolant GOOD → WARN (WARM)
1785096438125,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096438125,ZONE,coolant WARN → GOOD (NORMAL)
1785096441377,GEAR,Estimated gear 4 → 3
1785096441377,ZONE,map GOOD → WARN (RISING)
1785096442883,GEAR,Estimated gear 3 → 4
1785096444641,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096444641,ZONE,map WARN → GOOD (CRUISE OK)
1785096446300,ZONE,stft WARN → GOOD (NORMAL)
1785096452439,ZONE,map GOOD → WARN (RISING)
1785096457240,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096457240,ZONE,map WARN → GOOD (NORMAL)
1785096458753,ZONE,stft WARN → GOOD (NORMAL)
1785096460202,ZONE,map GOOD → WARN (RISING)
1785096461932,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096461932,ZONE,map WARN → GOOD (NORMAL)
1785096463376,FUEL,Fuel system OPEN LOOP → OPEN (DRIVE)
1785096466703,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096468538,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096475173,GEAR,Estimated gear 4 → 3
1785096476637,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096478209,ZONE,stft WARN → GOOD (NORMAL)
1785096481320,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096481320,ZONE,map GOOD → WARN (RISING)
1785096493406,GEAR,Estimated gear 3 → 4
1785096493406,ZONE,stft WARN → GOOD (NORMAL)
1785096494896,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096496352,ZONE,coolant GOOD → WARN (WARM)
1785096501136,ZONE,stft WARN → GOOD (NORMAL)
1785096502716,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096502716,ZONE,map WARN → GOOD (NORMAL)
1785096504103,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096508866,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096508866,ZONE,map GOOD → WARN (RISING)
1785096524974,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096524974,ZONE,stft WARN → GOOD (NORMAL)
1785096524975,ZONE,map WARN → GOOD (NORMAL)
1785096526716,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096526717,ZONE,coolant WARN → GOOD (NORMAL)
1785096529970,ZONE,map GOOD → WARN (RISING)
1785096534719,ZONE,map WARN → GOOD (CRUISE OK)
1785096536226,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096537891,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096539565,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096539565,ZONE,map GOOD → WARN (RISING)
1785096541040,ZONE,stft WARN → GOOD (NORMAL)
1785096544271,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096545852,ZONE,stft WARN → GOOD (NORMAL)
1785096548860,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096553852,ZONE,stft WARN → GOOD (NORMAL)
1785096558651,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096558651,ZONE,map WARN → GOOD (CRUISE OK)
1785096560223,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096561798,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096563528,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096563528,ZONE,map GOOD → WARN (RISING)
1785096565112,ZONE,map WARN → GOOD (CRUISE OK)
1785096567090,ZONE,stft WARN → GOOD (NORMAL)
1785096568638,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096568638,ZONE,map GOOD → WARN (RISING)
1785096570301,ZONE,stft WARN → GOOD (NORMAL)
1785096573456,ZONE,map WARN → GOOD (CRUISE OK)
1785096581402,ZONE,map GOOD → WARN (RISING)
1785096585903,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096587427,ZONE,stft WARN → GOOD (NORMAL)
1785096587427,ZONE,map WARN → GOOD (CRUISE OK)
1785096588913,ZONE,map GOOD → WARN (RISING)
1785096590666,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096595109,ZONE,stft WARN → GOOD (NORMAL)
1785096596648,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096598241,ZONE,map WARN → GOOD (CRUISE OK)
1785096599902,ZONE,map GOOD → WARN (RISING)
1785096601641,ZONE,stft WARN → GOOD (NORMAL)
1785096601642,ZONE,map WARN → GOOD (CRUISE OK)
1785096606694,ZONE,map GOOD → WARN (RISING)
1785096609945,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096611707,ZONE,stft WARN → GOOD (NORMAL)
1785096613363,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096615230,ZONE,stft WARN → GOOD (NORMAL)
1785096616924,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096616925,ZONE,map WARN → GOOD (NORMAL)
1785096618611,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096626502,ZONE,map GOOD → WARN (RISING)
1785096629571,ZONE,map WARN → GOOD (CRUISE OK)
1785096632903,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096634473,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096636133,FUEL,Fuel system OPEN LOOP → OPEN (DRIVE)
1785096637514,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096639010,GEAR,Estimated gear 4 → 3
1785096639010,ZONE,map GOOD → WARN (RISING)
1785096640828,GEAR,Estimated gear 3 → 4
1785096648984,ZONE,map WARN → GOOD (CRUISE OK)
1785096650647,ZONE,map GOOD → WARN (RISING)
1785096655485,GEAR,Estimated gear 4 → 5
1785096655485,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096657211,ZONE,stft WARN → GOOD (NORMAL)
1785096658813,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096658813,ZONE,map WARN → GOOD (NORMAL)
1785096661863,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096677499,GEAR,Estimated gear 5 → 4
1785096677499,ZONE,stft GOOD → WARN (SLIGHT LEAN)
1785096679123,ZONE,stft WARN → GOOD (NORMAL)
1785096679123,ZONE,map GOOD → WARN (RISING)
1785096680635,ZONE,stft GOOD → WARN (SLIGHT LEAN)
1785096682225,ZONE,stft WARN → GOOD (NORMAL)
1785096683894,ZONE,map WARN → GOOD (CRUISE OK)
1785096685474,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096685474,ZONE,map GOOD → WARN (RISING)
1785096687224,ZONE,stft WARN → GOOD (NORMAL)
1785096688852,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096690504,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096690504,ZONE,stft WARN → GOOD (NORMAL)
1785096690504,ZONE,map WARN → GOOD (NORMAL)
1785096692085,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096692085,ZONE,stft GOOD → WARN (SLIGHT LEAN)
1785096693518,ZONE,stft WARN → GOOD (NORMAL)
1785096693518,ZONE,map GOOD → WARN (RISING)
1785096695106,ZONE,stft GOOD → WARN (SLIGHT LEAN)
1785096696855,GEAR,Estimated gear 4 → 3
1785096698353,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096698353,ZONE,stft WARN → GOOD (NORMAL)
1785096698353,ZONE,map WARN → GOOD (NORMAL)
1785096700033,GEAR,Estimated gear 3 → 4
1785096705023,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096708179,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096711425,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096713190,ZONE,map GOOD → WARN (RISING)
1785096714818,ZONE,map WARN → GOOD (CRUISE OK)
1785096719484,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096719484,ZONE,map GOOD → WARN (RISING)
1785096722533,ZONE,stft WARN → GOOD (NORMAL)
1785096722533,ZONE,map WARN → GOOD (CRUISE OK)
1785096724132,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096730929,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1785096732593,GEAR,Estimated gear 4 → 3
1785096732593,ZONE,map GOOD → WARN (RISING)
1785096734177,GEAR,Estimated gear 3 → 4
1785096734177,ZONE,battery GOOD → WARN (LOW CHARGE)
1785096734177,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096734177,ZONE,map WARN → GOOD (NORMAL)
1785096735838,ZONE,battery WARN → GOOD (CHARGING OK)
1785096735838,ZONE,stft WARN → GOOD (NORMAL)
1785096737476,GEAR,Estimated gear 4 → 3
1785096740730,GEAR,Estimated gear 3 → 2
1785096740730,ZONE,map GOOD → WARN (RISING)
1785096742244,GEAR,Estimated gear 2 → 3
1785096742244,ZONE,map WARN → GOOD (CRUISE OK)
1785096743972,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096746867,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096746867,ZONE,battery GOOD → WARN (LOW CHARGE)
1785096748523,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096748523,ZONE,battery WARN → ELEVATED (WEAK CHARGE)
1785096748523,CHARGE,Charging problem began (WEAK CHARGE)
1785096750065,GEAR,Estimated gear 3 → 2
1785096750065,ZONE,battery ELEVATED → WARN (LOW CHARGE)
1785096750065,CHARGE,Charging problem ended
1785096751720,GEAR,Estimated gear 2 → 1
1785096753215,ZONE,battery WARN → GOOD (CHARGING OK)
1785096753215,ZONE,map GOOD → WARN (RISING)
1785096754790,ZONE,map WARN → GOOD (CRUISE OK)
1785096757806,ZONE,map GOOD → WARN (RISING)
1785096759587,GEAR,Estimated gear 1 → 2
1785096762925,GEAR,Estimated gear 2 → 3
1785096770932,GEAR,Estimated gear 3 → 4
1785096770932,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096772454,ZONE,stft WARN → GOOD (NORMAL)
1785096772454,ZONE,map WARN → GOOD (NORMAL)
1785096774730,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096778711,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096778711,ZONE,stft WARN → GOOD (NORMAL)
1785096779720,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096781296,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096784608,GEAR,Estimated gear 4 → 3
1785096784608,ZONE,map GOOD → WARN (RISING)
1785096786184,GEAR,Estimated gear 3 → 4
1785096786184,ZONE,map WARN → GOOD (CRUISE OK)
1785096789254,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096789254,ZONE,map GOOD → WARN (RISING)
1785096790949,ZONE,stft WARN → GOOD (NORMAL)
1785096794157,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096794157,ZONE,map WARN → GOOD (CRUISE OK)
1785096795820,ZONE,stft WARN → GOOD (NORMAL)
1785096795820,ZONE,map GOOD → WARN (RISING)
1785096799152,ZONE,map WARN → GOOD (CRUISE OK)
1785096801876,ZONE,stft GOOD → ELEVATED (RICH)
1785096801876,ZONE,map GOOD → WARN (RISING)
1785096803419,ZONE,stft ELEVATED → GOOD (NORMAL)
1785096803419,ZONE,map WARN → GOOD (CRUISE OK)
1785096806563,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1785096811377,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1785096814706,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096818044,ZONE,map GOOD → WARN (RISING)
1785096830926,GEAR,Estimated gear 4 → 3
1785096836003,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096836003,ZONE,map WARN → GOOD (NORMAL)
1785096837584,GEAR,Estimated gear 3 → 4
1785096837584,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096837584,ZONE,battery GOOD → WARN (LOW CHARGE)
1785096839155,ZONE,battery WARN → GOOD (CHARGING OK)
1785096842221,GEAR,Estimated gear 4 → 3
1785096843960,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1785096843960,ZONE,battery GOOD → WARN (LOW CHARGE)
1785096845674,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1785096845674,ZONE,battery WARN → GOOD (CHARGING OK)
1785096847022,GEAR,Estimated gear 3 → 2
1785096848712,GEAR,Estimated gear 2 → 1
1785096851717,ZONE,map GOOD → WARN (RISING)
1785096856360,GEAR,Estimated gear 1 → 2
1785096859595,GEAR,Estimated gear 2 → 3
1785096864339,GEAR,Estimated gear 3 → 4
1785096878713,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096880047,GEAR,Estimated gear 4 → 5
1785096883138,ZONE,stft WARN → GOOD (NORMAL)
1785096883138,ZONE,map WARN → GOOD (CRUISE OK)
1785096884956,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096884956,ZONE,map GOOD → WARN (RISING)
1785096892965,ZONE,stft WARN → GOOD (NORMAL)
1785096892965,ZONE,map WARN → GOOD (CRUISE OK)
1785096894719,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096894719,ZONE,map GOOD → WARN (RISING)
1785096898114,ZONE,stft WARN → GOOD (NORMAL)
1785096899558,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096902869,ZONE,battery GOOD → WARN (LOW CHARGE)
1785096904452,ZONE,battery WARN → GOOD (CHARGING OK)
1785096904452,ZONE,stft WARN → GOOD (NORMAL)
1785096923483,ZONE,map WARN → GOOD (CRUISE OK)
1785096924990,ZONE,map GOOD → WARN (RISING)
1785096926481,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096927998,ZONE,stft WARN → GOOD (NORMAL)
1785096930985,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096932553,ZONE,stft WARN → GOOD (NORMAL)
1785096935413,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096941699,ZONE,stft WARN → GOOD (NORMAL)
1785096941699,ZONE,map WARN → GOOD (CRUISE OK)
1785096943293,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096943293,ZONE,map GOOD → WARN (RISING)
1785096944960,ZONE,stft WARN → GOOD (NORMAL)
1785096944960,ZONE,map WARN → GOOD (CRUISE OK)
1785096948184,ZONE,map GOOD → WARN (RISING)
1785096949685,ZONE,map WARN → GOOD (CRUISE OK)
1785096951177,ZONE,map GOOD → WARN (RISING)
1785096960674,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096968129,ZONE,stft WARN → GOOD (NORMAL)
1785096975980,ZONE,stft GOOD → WARN (SLIGHT RICH)
1785096978948,ZONE,stft WARN → GOOD (NORMAL)
1785096978948,ZONE,map WARN → GOOD (CRUISE OK)
1785096985391,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)

# dashboard_snapshots
time_ms,rpm,speed_kmh,coolant1_c,coolant2_c,intake_c,ambient_c,load_pct,throttle_pct,timing,maf_gps,map_kpa,stft_pct,ltft_pct,ecu_v,gear,fuel_loop
1785096244026,701.0,0.0,90.0,,64.0,,41.96078431372549,14.901960784313726,7.5,3.71,45.0,0.0,,14.025,,CLOSED LOOP
1785096245682,714.0,0.0,90.0,,64.0,,42.745098039215684,14.901960784313726,7.5,3.64,45.0,0.0,,13.9,,CLOSED LOOP
1785096247312,710.0,0.0,90.0,,64.0,,46.666666666666664,14.901960784313726,7.0,3.82,45.0,0.0,,13.975,,CLOSED LOOP
1785096249068,715.0,0.0,90.0,,64.0,,46.27450980392157,14.901960784313726,7.0,3.75,45.0,0.0,,14.275,,CLOSED LOOP
1785096250833,773.0,0.0,90.0,,64.0,,30.980392156862745,13.72549019607843,8.0,2.81,34.0,-1.5625,,14.2,,CLOSED LOOP
1785096252436,700.0,0.0,90.0,,64.0,,30.980392156862745,13.72549019607843,8.5,2.75,34.0,-1.5625,,14.175,,CLOSED LOOP
1785096254221,653.0,0.0,90.0,,64.0,,49.01960784313726,14.901960784313726,1.0,3.86,45.0,0.0,,13.975,,CLOSED LOOP
1785096255640,724.0,0.0,90.0,,64.0,,45.09803921568628,14.901960784313726,8.5,3.64,45.0,0.0,,14.025,,CLOSED LOOP
1785096257341,705.0,0.0,90.0,,64.0,,45.490196078431374,14.901960784313726,7.5,3.93,45.0,0.0,,13.875,,CLOSED LOOP
1785096258919,708.0,0.0,90.0,,64.0,,43.92156862745098,14.901960784313726,8.0,4.0,45.0,0.0,,13.725,,CLOSED LOOP
1785096260736,735.0,0.0,90.0,,64.0,,52.549019607843135,15.294117647058824,13.0,4.63,52.0,0.78125,,13.425,,CLOSED LOOP
1785096262249,701.0,0.0,90.0,,64.0,,50.588235294117645,15.294117647058824,9.5,4.31,53.0,0.0,,13.7,,CLOSED LOOP
1785096263826,685.0,0.0,90.0,,64.0,,40.3921568627451,14.509803921568627,8.5,3.39,44.0,0.0,,13.775,,CLOSED LOOP
1785096265177,702.0,0.0,90.0,,64.0,,42.35294117647059,14.509803921568627,9.5,3.57,41.0,1.5625,,13.8,,CLOSED LOOP
1785096266666,691.0,0.0,90.0,,64.0,,46.27450980392157,15.686274509803921,13.0,4.67,54.0,0.78125,,13.8,,CLOSED LOOP
1785096268025,729.0,0.0,90.0,,64.0,,49.411764705882355,15.294117647058824,7.0,4.67,52.0,0.0,,13.625,,CLOSED LOOP
1785096269654,703.0,1.0,90.0,,63.0,,49.80392156862745,15.294117647058824,11.0,4.24,52.0,-0.78125,,13.25,,CLOSED LOOP
1785096271320,693.0,2.0,90.0,,63.0,,50.588235294117645,15.294117647058824,10.0,4.43,52.0,-1.5625,,13.425,,CLOSED LOOP
1785096273165,701.0,0.0,90.0,,63.0,,50.19607843137255,15.294117647058824,8.0,4.28,52.0,-0.78125,,13.4,,CLOSED LOOP
1785096274898,704.0,1.0,90.0,,63.0,,54.11764705882353,15.294117647058824,8.5,4.71,52.0,-0.78125,,13.275,,CLOSED LOOP
1785096276469,700.0,2.0,90.0,,63.0,,50.588235294117645,15.294117647058824,9.0,4.35,52.0,-0.78125,,13.55,,CLOSED LOOP
1785096278076,671.0,3.0,90.0,,63.0,,40.78431372549019,14.509803921568627,9.0,3.29,42.0,-0.78125,,13.925,,CLOSED LOOP
1785096279690,691.0,0.0,90.0,,64.0,,37.64705882352941,14.509803921568627,11.5,3.46,42.0,0.0,,13.65,,CLOSED LOOP
1785096281211,715.0,2.0,90.0,,64.0,,53.72549019607843,15.294117647058824,4.0,4.91,54.0,0.0,,13.4,,CLOSED LOOP
1785096282926,720.0,3.0,90.0,,64.0,,52.15686274509804,15.294117647058824,8.0,4.31,54.0,-0.78125,,13.65,,CLOSED LOOP
1785096284619,723.0,4.0,90.0,,64.0,,53.72549019607843,15.294117647058824,4.5,4.63,53.0,-1.5625,,13.6,,CLOSED LOOP
1785096286265,739.0,5.0,90.0,,64.0,,54.509803921568626,15.294117647058824,3.5,4.96,52.0,-1.5625,,13.675,1,CLOSED LOOP
1785096287724,746.0,6.0,90.0,,64.0,,53.333333333333336,15.294117647058824,1.5,4.87,52.0,-1.5625,,13.8,1,CLOSED LOOP
1785096289460,759.0,6.0,90.0,,64.0,,53.72549019607843,14.509803921568627,1.0,3.49,44.0,-1.5625,,14.075,1,CLOSED LOOP
1785096291040,789.0,7.0,90.0,,64.0,,39.6078431372549,14.509803921568627,1.0,3.35,38.0,-1.5625,,13.975,1,CLOSED LOOP
1785096292744,760.0,7.0,90.0,,64.0,,40.0,14.509803921568627,1.0,3.32,37.0,-1.5625,,13.925,1,CLOSED LOOP
1785096294102,755.0,6.0,90.0,,64.0,,54.90196078431372,15.686274509803921,1.0,4.79,51.0,-0.78125,,14.075,1,CLOSED LOOP
1785096295486,809.0,7.0,90.0,,64.0,,50.588235294117645,15.294117647058824,1.0,4.83,48.0,-0.78125,,13.95,1,CLOSED LOOP
1785096297059,782.0,7.0,90.0,,64.0,,50.588235294117645,15.294117647058824,1.0,4.59,47.0,-1.5625,,13.95,1,CLOSED LOOP
1785096298990,785.0,7.0,90.0,,64.0,,50.19607843137255,15.294117647058824,1.0,4.31,48.0,-1.5625,,13.8,1,CLOSED LOOP
1785096300591,772.0,7.0,90.0,,64.0,,49.01960784313726,15.294117647058824,1.0,4.91,50.0,-1.5625,,13.925,1,CLOSED LOOP
1785096302381,758.0,6.0,90.0,,64.0,,52.15686274509804,15.294117647058824,1.0,3.86,45.0,-1.5625,,14.075,1,CLOSED LOOP
1785096303957,800.0,7.0,90.0,,64.0,,36.86274509803921,14.509803921568627,1.0,3.35,37.0,-2.34375,,14.025,1,CLOSED LOOP
1785096305605,764.0,6.0,90.0,,64.0,,40.0,14.509803921568627,1.0,3.32,38.0,-2.34375,,13.95,1,CLOSED LOOP
1785096307264,756.0,6.0,90.0,,64.0,,55.294117647058826,15.686274509803921,2.5,4.75,50.0,-0.78125,,13.95,1,CLOSED LOOP
1785096308743,797.0,6.0,90.0,,64.0,,51.76470588235294,15.294117647058824,1.0,4.87,50.0,-1.5625,,13.875,1,CLOSED LOOP
1785096310387,770.0,6.0,90.0,,64.0,,46.666666666666664,15.294117647058824,1.0,4.67,50.0,-2.34375,,13.925,1,CLOSED LOOP
1785096312011,771.0,6.0,90.0,,64.0,,55.68627450980392,15.294117647058824,1.0,4.75,52.0,-2.34375,,13.875,1,CLOSED LOOP
1785096313757,765.0,6.0,90.0,,64.0,,55.68627450980392,15.294117647058824,1.0,4.79,51.0,-1.5625,,13.975,1,CLOSED LOOP
1785096315261,775.0,7.0,90.0,,64.0,,54.90196078431372,14.509803921568627,4.0,3.35,40.0,-2.34375,,14.125,1,CLOSED LOOP
1785096316740,776.0,7.0,90.0,,64.0,,54.90196078431372,14.509803921568627,1.0,3.32,36.0,-2.34375,,14.125,1,CLOSED LOOP
1785096318334,773.0,7.0,90.0,,64.0,,36.470588235294116,14.509803921568627,1.0,3.35,36.0,-2.34375,,14.1,1,CLOSED LOOP
1785096319956,757.0,6.0,90.0,,64.0,,58.03921568627451,15.686274509803921,1.0,5.0,50.0,-0.78125,,14.05,1,CLOSED LOOP
1785096321753,797.0,7.0,90.0,,64.0,,50.98039215686274,15.294117647058824,1.0,4.47,48.0,-1.5625,,13.825,1,CLOSED LOOP
1785096323294,770.0,7.0,90.0,,64.0,,51.372549019607845,15.294117647058824,1.0,4.87,50.0,-2.34375,,13.9,1,CLOSED LOOP
1785096325059,772.0,7.0,90.0,,64.0,,51.76470588235294,15.294117647058824,1.0,4.63,50.0,-2.34375,,13.825,1,CLOSED LOOP
1785096326526,772.0,7.0,90.0,,64.0,,49.411764705882355,15.294117647058824,1.0,4.87,50.0,-1.5625,,13.975,1,CLOSED LOOP
1785096328289,778.0,7.0,90.0,,64.0,,39.6078431372549,14.509803921568627,1.0,3.39,38.0,-2.34375,,14.075,1,CLOSED LOOP
1785096329778,785.0,7.0,90.0,,64.0,,37.254901960784316,14.509803921568627,1.0,3.26,36.0,-2.34375,,14.1,1,CLOSED LOOP
1785096331353,770.0,7.0,90.0,,64.0,,35.68627450980392,14.509803921568627,1.0,3.49,36.0,-2.34375,,13.75,1,CLOSED LOOP
1785096333036,758.0,7.0,90.0,,64.0,,52.549019607843135,15.686274509803921,1.0,5.04,50.0,-0.78125,,13.9,1,CLOSED LOOP
